OAVelocity,Peakmg,RMSmg,Kurtosis,CrestFactor,Skewness,Deviation,Peak-to-Peak Displacement,Time
391,1812,1282,10,992,3,292,17,2023-02-16 18:06:44
390,1873,1325,32,394,0,293,9,2023-02-16 18:08:50
348,2063,1459,17,828,3,311,9,2023-02-16 18:09:15
370,1593,1127,1,559,-2,272,16,2023-02-16 18:09:51
380,1808,1279,10,898,2,292,14,2023-02-16 18:14:45
347,2164,1531,15,731,5,319,7,2023-02-16 18:15:10
340,2307,1632,13,735,13,343,8,2023-02-16 18:16:17
358,2063,1459,12,865,5,317,10,2023-02-16 18:17:44
374,1672,1183,-10,716,-5,282,13,2023-02-16 18:18:49
362,2395,1694,8,758,13,362,16,2023-02-16 18:19:11
372,2402,1699,-12,835,14,369,13,2023-02-16 18:22:15
393,1903,1346,0,708,-1,310,21,2023-02-16 18:24:43
347,2279,1612,6,815,7,362,14,2023-02-16 18:25:44
383,2417,1710,0,738,9,377,17,2023-02-16 18:26:14
347,2072,1466,1,595,4,331,17,2023-02-16 18:26:52
336,1562,1105,-13,1032,-8,301,10,2023-02-16 18:29:18
367,1631,1154,-3,603,-2,287,11,2023-02-16 18:33:51
388,1879,1329,-5,850,5,301,12,2023-02-16 18:35:20
377,1619,1145,0,764,-5,282,14,2023-02-16 18:38:18
351,2173,1537,-11,657,4,345,11,2023-02-16 18:38:47
358,1578,1116,-10,887,-5,304,11,2023-02-16 18:41:45
405,1951,1380,16,778,0,303,20,2023-02-16 18:42:39
332,1566,1108,-5,669,-9,298,8,2023-02-16 18:49:52
366,2191,1550,2,591,4,329,8,2023-02-16 18:52:12
360,1610,1139,-22,478,-5,281,11,2023-02-16 18:56:45
353,2286,1617,-15,728,10,341,14,2023-02-16 19:00:45
347,2091,1479,-5,504,5,320,11,2023-02-16 19:02:10
412,2475,1751,13,914,7,400,12,2023-02-16 19:07:13
346,2115,1496,-5,782,5,337,15,2023-02-16 19:08:10
366,2249,1591,-15,700,5,358,14,2023-02-16 19:08:44
359,2235,1581,-5,839,7,354,12,2023-02-16 19:10:09
352,2286,1617,-23,775,6,368,18,2023-02-16 19:11:15
408,2364,1672,-29,888,2,413,12,2023-02-16 19:14:13
376,2331,1649,-2,643,4,409,16,2023-02-16 19:16:20
360,2324,1644,19,973,3,397,25,2023-02-16 19:16:49
364,2269,1605,-29,725,-2,360,18,2023-02-16 19:17:44
338,2215,1567,-14,886,5,408,18,2023-02-16 19:19:15
351,2116,1497,-2,906,2,366,14,2023-02-16 19:24:44
351,2061,1458,-16,620,3,342,17,2023-02-16 19:25:23
349,2268,1604,-14,701,3,421,15,2023-02-16 19:28:46
343,2061,1458,-6,851,0,349,7,2023-02-16 19:30:45
360,1710,1210,-8,805,-8,323,16,2023-02-16 19:31:43
366,1609,1138,-8,364,-3,339,16,2023-02-16 19:35:45
339,2215,1567,-41,566,0,377,15,2023-02-16 19:36:09
365,1623,1148,-10,973,-7,342,15,2023-02-16 19:37:09
372,1669,1181,-8,627,-7,334,16,2023-02-16 19:38:45
380,1708,1208,-1,802,-5,335,12,2023-02-16 19:43:46
353,2162,1529,-28,702,-1,371,33,2023-02-16 19:44:48
393,2280,1613,19,486,0,323,14,2023-02-16 19:48:45
364,1693,1198,-12,854,-4,312,28,2023-02-16 19:49:10
419,2668,1887,-23,711,0,390,15,2023-02-16 19:51:40
401,1883,1332,14,549,-2,300,14,2023-02-16 19:53:50
364,2190,1549,-27,644,5,353,13,2023-02-16 19:54:45
378,2218,1569,2,26,6,336,10,2023-02-16 19:55:17
385,2553,1806,-8,621,7,384,16,2023-02-16 20:03:40
377,2463,1742,-3,919,13,383,12,2023-02-16 20:04:14
362,2402,1699,-4,713,15,358,28,2023-02-16 20:06:49
375,2528,1788,-8,537,12,375,7,2023-02-16 20:08:48
352,2375,1680,27,777,8,378,16,2023-02-16 20:11:50
346,2333,1650,-5,754,12,348,15,2023-02-16 20:13:46
374,2484,1757,-9,761,12,365,18,2023-02-16 20:16:46
407,2412,1706,-23,709,5,384,53,2023-02-16 20:20:18
338,2248,1590,-23,732,5,362,13,2023-02-16 20:23:13
332,2187,1547,-9,809,10,357,11,2023-02-16 20:26:09
349,2338,1654,-16,794,8,364,15,2023-02-16 20:26:40
354,2398,1696,-18,509,6,367,8,2023-02-16 20:27:14
352,2326,1645,-5,804,3,375,10,2023-02-16 20:31:19
331,2171,1536,-25,720,6,345,15,2023-02-16 20:33:49
327,2204,1559,-20,756,5,356,10,2023-02-16 20:35:43
345,2235,1581,9,905,7,355,12,2023-02-16 20:36:13
326,2116,1497,10,710,10,333,18,2023-02-16 20:42:11
332,2164,1531,9,935,11,337,12,2023-02-16 20:42:43
333,2224,1573,2,636,8,336,15,2023-02-16 20:45:15
341,2235,1581,29,986,4,369,14,2023-02-16 20:46:14
321,2147,1519,3,476,11,332,11,2023-02-16 20:48:18
341,2277,1611,5,728,12,340,10,2023-02-16 20:49:47
330,2183,1544,39,732,6,351,12,2023-02-16 20:52:16
370,2417,1710,33,756,8,357,11,2023-02-16 20:53:47
346,2307,1632,-9,612,8,341,11,2023-02-16 20:55:46
367,2327,1646,0,813,8,360,25,2023-02-16 20:56:15
324,2128,1505,-10,132,5,364,12,2023-02-16 20:58:43
338,2208,1562,-12,844,11,358,13,2023-02-16 21:01:16
332,2104,1488,26,961,4,376,18,2023-02-16 21:02:14
332,2171,1536,-1,494,10,347,19,2023-02-16 21:03:15
332,2101,1486,-3,775,8,353,15,2023-02-16 21:04:22
356,2265,1602,8,886,7,362,14,2023-02-16 21:04:42
350,2259,1598,17,653,7,370,12,2023-02-16 21:07:16
373,2453,1735,34,624,7,364,19,2023-02-16 21:08:15
350,2303,1629,42,982,8,370,7,2023-02-16 21:10:09
330,2180,1542,5,748,9,340,13,2023-02-16 21:16:46
354,2297,1625,-11,656,12,339,15,2023-02-16 21:17:18
343,2222,1572,-4,820,10,348,10,2023-02-16 21:17:48
350,2244,1587,26,1008,10,362,16,2023-02-16 21:20:14
330,2149,1520,9,704,13,345,17,2023-02-16 21:25:10
354,2330,1648,0,745,9,366,17,2023-02-16 21:27:44
322,2132,1508,-9,725,10,336,8,2023-02-16 21:28:21
345,2258,1597,7,835,9,341,13,2023-02-16 21:29:48
318,2105,1489,12,757,11,333,13,2023-02-16 21:33:21
332,2174,1538,14,613,8,332,9,2023-02-16 21:35:18
344,2277,1611,15,941,9,360,19,2023-02-16 21:39:42
339,2227,1575,8,780,13,343,11,2023-02-16 21:40:15
347,2280,1613,18,609,7,344,11,2023-02-16 21:44:51
343,2276,1610,-2,772,10,348,14,2023-02-16 21:47:18
342,2287,1618,6,790,12,347,14,2023-02-16 21:47:46
320,2102,1487,-1,781,15,347,15,2023-02-16 21:52:40
382,2241,1585,17,879,10,359,10,2023-02-16 21:53:18
330,2159,1527,6,708,11,342,19,2023-02-16 21:54:40
362,2359,1669,30,931,4,374,9,2023-02-16 22:01:16
361,2393,1693,14,743,12,361,12,2023-02-16 22:01:51
340,2186,1546,7,721,6,352,17,2023-02-16 22:02:51
370,2499,1768,20,675,4,379,9,2023-02-16 22:08:19
327,2205,1560,-2,475,8,346,13,2023-02-16 22:08:49
328,2146,1518,-1,769,7,354,13,2023-02-16 22:09:46
367,2350,1662,-4,786,5,374,18,2023-02-16 22:13:16
334,2191,1550,-4,861,6,358,11,2023-02-16 22:13:47
338,2269,1605,-6,697,5,364,17,2023-02-16 22:14:16
334,2227,1575,0,817,4,361,8,2023-02-16 22:15:21
348,2331,1649,-1,820,7,366,24,2023-02-16 22:15:41
345,2313,1636,6,826,5,354,17,2023-02-16 22:20:46
313,2060,1457,4,823,2,350,12,2023-02-16 22:28:17
327,2197,1554,2,848,7,362,10,2023-02-16 22:31:53
331,2210,1563,11,856,2,377,12,2023-02-16 22:32:44
358,2422,1713,1,706,2,367,14,2023-02-16 22:35:44
342,2303,1629,-3,746,8,359,10,2023-02-16 22:36:39
332,2176,1539,16,830,3,384,13,2023-02-16 22:38:15
353,2355,1666,0,903,-2,402,16,2023-02-16 22:39:13
344,2263,1601,10,798,0,392,11,2023-02-16 22:39:46
389,1927,1363,-15,513,-5,336,23,2023-02-16 22:44:52
357,2098,1484,5,651,-5,349,10,2023-02-16 22:45:15
376,1790,1266,-1,210,-8,332,12,2023-02-16 22:45:53
331,2200,1556,20,902,4,389,8,2023-02-16 22:46:38
404,1843,1304,-3,367,-13,335,14,2023-02-16 22:51:47
361,2246,1589,13,579,-1,350,18,2023-02-16 22:55:46
350,2324,1644,1,664,4,367,15,2023-02-16 22:58:51
386,1777,1257,-13,775,-5,318,14,2023-02-16 22:59:50
345,2362,1671,-7,738,9,370,19,2023-02-16 23:00:41
357,2181,1543,14,683,-1,339,21,2023-02-16 23:02:47
365,2304,1630,-6,504,2,348,15,2023-02-16 23:05:14
359,2467,1745,-5,656,9,376,19,2023-02-16 23:11:11
397,1768,1251,-2,834,-5,290,12,2023-02-16 23:14:41
372,2154,1524,28,507,4,331,27,2023-02-16 23:16:40
400,1894,1340,-7,514,0,311,15,2023-02-16 23:19:22
390,2183,1544,37,377,0,326,39,2023-02-16 23:19:47
383,1702,1204,0,799,-10,283,21,2023-02-16 23:20:09
355,2296,1624,17,562,4,344,8,2023-02-16 23:21:08
389,1839,1301,-15,139,-4,286,9,2023-02-16 23:23:48
396,1893,1339,-5,733,-6,295,24,2023-02-16 23:26:42
360,2441,1727,25,543,11,351,13,2023-02-16 23:30:39
359,2283,1615,12,554,2,333,11,2023-02-16 23:32:39
364,2359,1669,14,382,7,340,19,2023-02-16 23:35:40
389,1773,1254,-1,642,-5,280,20,2023-02-16 23:36:38
395,1836,1299,0,760,-4,269,11,2023-02-16 23:38:14
386,1759,1244,-3,706,-8,269,26,2023-02-16 23:38:40
403,1792,1268,2,727,-1,261,30,2023-02-16 23:41:08
369,2260,1599,24,668,9,324,17,2023-02-16 23:42:09
373,2265,1602,11,668,11,330,18,2023-02-16 23:43:48
415,1901,1345,3,958,1,302,11,2023-02-16 23:44:49
377,2365,1673,28,645,11,330,9,2023-02-16 23:46:15
381,2316,1638,11,513,3,334,19,2023-02-16 23:47:45
365,2490,1761,21,704,16,356,13,2023-02-16 23:52:13
365,2475,1751,35,677,16,353,23,2023-02-16 23:53:50
377,2497,1766,24,776,13,366,25,2023-02-16 23:56:45
